place_id,nama_wisata,deskripsi,kategori,kota,harga,rating,lat,long,gambar,fitur_gabungan
45,Kampung Cina,"KAMPUNG China adalah hunian dan kawasan perdagangan di Cibubur, Jakarta Timur. Wilayah ini berdiri berkat kerja sama antara Pemerintah Kota Jakarta Timur dengan perusahaan asing untuk menyulap area 300 hektare kawasan wisata Cibubur menjadi kota wisata, mandiri dan town center. Mengutip buku Ensiklopedia Jakarta, kampung itu mulai beroperasi pada tanggal 14 September 2002. Bangunan, nuansa alam, sampai pernak-pernik yang dijual masih berbau kesenian China. Semua produk yang dijajahkan pun berasal dari negeri tirai bambu tersebut. Wilayah itu akan menjadi tujuan wisata pada setiap perayaan hari raya Imlek.",Budaya,Jakarta,15000,4.0,-6.3651357,106.7617984,https://cdn.antaranews.com/cache/1200x800/2019/02/04/antarafoto-wisata-kampung-cina-cibubur-030219-ysw-2.jpg,kampung cina budaya jakarta kampung china adalah hunian dan kawasan perdagangan di cibubur jakarta timur wilayah ini berdiri berkat kerja sama antara pemerintah kota jakarta timur dengan perusahaan asing untuk menyulap area 300 hektare kawasan wisata cibubur menjadi kota wisata mandiri dan town center mengutip buku ensiklopedia jakarta kampung itu mulai beroperasi pada tanggal 14 september 2002 bangunan nuansa alam sampai pernak pernik yang dijual masih berbau kesenian china semua produk yang dijajahkan pun berasal dari negeri tirai bambu tersebut wilayah itu akan menjadi tujuan wisata pada setiap perayaan hari raya imlek
46,Rumah Sipitung,"Rumah Si Pitung di Marunda, Jakarta Utara, Indonesia, merupakan satu dari sedikit rumah panggung Betawi yang tersisa. Rumah panggung ini merupakan representasi hunian panggung masyarakat Betawi yang tinggal di wilayah-wilayah Pesisir. Rumah ini menjadi museum dan masuk dalam cagar budaya. Tidak diketahui kapan persisnya Rumah Si Pitung didirikan. Diperkirakan bangunan tersebut dibangun pada abad ke-20. Rumah panggung yang sering juga disebut Rumah Tinggi Marunda ini mirip dengan rumah tradisional Suku Bugis. Rumah ini tadinya milik Haji Saipudin, seorang saudagar kaya bandar ikan asal Makassar (sumber lain mengatakan Haji Saipudin adalah juragan sero, atau konglomerat kapal). Haji Saipuddin diyakini merupakan sahabat erat Si Pitung. Pitung ditengarai hanya beberapa kali singgah di rumah itu (diperkirakan pada dasawarsa 1890-an). Singgahnya Si Pitung terakhir kali adalah dalam rangka bersembunyi dari kejaran tentara Belanda dengan tuduhan merampok. Pemerintah DKI Jakarta pertama kali memugar rumah panggung yang ditopang oleh 40 buah tiang itu pada tahun 1972. Sebelumnya pada tahun yang sama bangunan ini dibeli oleh Pemprov DKI Jakarta dari keturunan (ahli waris) H. Saipudin. Bangunan tersebut kini menjadi museum dan masuk dalam cagar budaya berdasarkan SK Gubernur No.475 tahun 1993 dan SK Menteri No.140/M/1998. Lembaga yang memberi nama rumah asli Betawi Pesisir ini sebagai rumah Si Pitung adalah Museum Nasional.",Budaya,Jakarta,5000,4.5,-6.10016,106.96057,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f4/0e/23/rumah-si-pitung-pahlawan.jpg?w=1200&h=-1&s=1,rumah sipitung budaya jakarta rumah si pitung di marunda jakarta utara indonesia merupakan satu dari sedikit rumah panggung betawi yang tersisa rumah panggung ini merupakan representasi hunian panggung masyarakat betawi yang tinggal di wilayah wilayah pesisir rumah ini menjadi museum dan masuk dalam cagar budaya tidak diketahui kapan persisnya rumah si pitung didirikan diperkirakan bangunan tersebut dibangun pada abad ke 20 rumah panggung yang sering juga disebut rumah tinggi marunda ini mirip dengan rumah tradisional suku bugis rumah ini tadinya milik haji saipudin seorang saudagar kaya bandar ikan asal makassar sumber lain mengatakan haji saipudin adalah juragan sero atau konglomerat kapal haji saipuddin diyakini merupakan sahabat erat si pitung pitung ditengarai hanya beberapa kali singgah di rumah itu diperkirakan pada dasawarsa 1890 an singgahnya si pitung terakhir kali adalah dalam rangka bersembunyi dari kejaran tentara belanda dengan tuduhan merampok pemerintah dki jakarta pertama kali memugar rumah panggung yang ditopang oleh 40 buah tiang itu pada tahun 1972 sebelumnya pada tahun yang sama bangunan ini dibeli oleh pemprov dki jakarta dari keturunan ahli waris h saipudin bangunan tersebut kini menjadi museum dan masuk dalam cagar budaya berdasarkan sk gubernur no 475 tahun 1993 dan sk menteri no 140 m 1998 lembaga yang memberi nama rumah asli betawi pesisir ini sebagai rumah si pitung adalah museum nasional
47,Taman Agrowisata Cilangkap,"Taman seluas sekitar 19 hektar ini dimiliki oleh pemerintah Provinsi (Pemprov) DKI Jakarta yang dikelola oleh Dinas Pertanian dan Kehutanan DKI. Taman Wisata Agro Cilangkap ini terletak di Jalan Raya Cilangkap No.45, Jakarta Timur. Taman ini terasa begitu permai dengan tumbuhnya aneka jenis pepohonan rindang. Kesejukan udara yang jauh dari polusi asap kendaraan bermotor, juga dapat dinikmati di taman yang dijadikan alternatif destinasi wisata bagi warga berdomisili di sekitar kawasan tersebut. Taman Wisata Agro Cilangkap juga dilengkapi dengan beberapa fasilitas seperti arena olahraga, jogging track, arena bermain anak, serta bagi sobat Ayojakarta yang memiliki hobi memancing, di sekitar area taman memiliki danau yang biasanya dijadikan area untuk memancing.",Taman Hiburan,Jakarta,0,4.2,-6.3401514,106.9012561,https://indonesiakaya.com/wp-content/uploads/2020/10/taman_agro_cilangkap_1200.jpg,taman agrowisata cilangkap taman hiburan jakarta taman seluas sekitar 19 hektar ini dimiliki oleh pemerintah provinsi pemprov dki jakarta yang dikelola oleh dinas pertanian dan kehutanan dki taman wisata agro cilangkap ini terletak di jalan raya cilangkap no 45 jakarta timur taman ini terasa begitu permai dengan tumbuhnya aneka jenis pepohonan rindang kesejukan udara yang jauh dari polusi asap kendaraan bermotor juga dapat dinikmati di taman yang dijadikan alternatif destinasi wisata bagi warga berdomisili di sekitar kawasan tersebut taman wisata agro cilangkap juga dilengkapi dengan beberapa fasilitas seperti arena olahraga jogging track arena bermain anak serta bagi sobat ayojakarta yang memiliki hobi memancing di sekitar area taman memiliki danau yang biasanya dijadikan area untuk memancing
48,Klenteng Jin De Yuan,"Kelenteng Kim Tek Le, atau yang lebih dikenal dengan Kelenteng Jin De Yuan, sudah dibangun sejak 1650. Kelenteng yang disebut-sebut sebagai yang tertua di Jakarta ini didirikan oleh seorang Letnan Tionghoa, Kwee Hoen dan awalnya dinamakan Koan Im Teng. Jin De Yuan juga dikenal sebagai salah satu dari empat kelenteng besar yang dikelola oleh Kong Koan atau Dewan Tionghoa. Mereka adalah Kelenteng Goenoeng Sari, Kelenteng Toa Peh Kong, Kelenteng Jin De yuan sendiri, dan Kelenteng Hian Thian Shang di Tanah Tandjoeng yang kini sudah musnah.",Tempat Ibadah,Jakarta,0,5.0,-6.1444737,106.8126018,https://upload.wikimedia.org/wikipedia/commons/f/f5/Klenteng_Jin_De_Yuan%2C_Glodok%2C_Jakarta.jpg,klenteng jin de yuan tempat ibadah jakarta kelenteng kim tek le atau yang lebih dikenal dengan kelenteng jin de yuan sudah dibangun sejak 1650 kelenteng yang disebut sebut sebagai yang tertua di jakarta ini didirikan oleh seorang letnan tionghoa kwee hoen dan awalnya dinamakan koan im teng jin de yuan juga dikenal sebagai salah satu dari empat kelenteng besar yang dikelola oleh kong koan atau dewan tionghoa mereka adalah kelenteng goenoeng sari kelenteng toa peh kong kelenteng jin de yuan sendiri dan kelenteng hian thian shang di tanah tandjoeng yang kini sudah musnah
49,Pantai Ancol,"Pantai Ancol merupakan kawasan wisata yang merupakan destinasi wisata pantai dalam kota Jakarta. Wisatawan dapat menikmati suasana segar Pantai Lagoon, Festival, Indah, Beach Pool dan Carnaval, serta Danau Impian. Berlibur di alam terbuka dipercaya memiliki efek menenangkan dan menyenangkan. Panjang garis pantainya yang kurang lebih 6,5 km menjadi tempat berbagai aktivitas wisata. Wisata pantai ini merupakan BUMD penghasil Pendapatan Asli Daerah kedua terbesar bagi provinsi DKI Jakarta.",Bahari,Jakarta,25000,4.4,-6.1194215,106.8502435,https://www.ancol.com/blog/wp-content/uploads/2022/03/wisata-pantai-di-jakarta.jpg,pantai ancol bahari jakarta pantai ancol merupakan kawasan wisata yang merupakan destinasi wisata pantai dalam kota jakarta wisatawan dapat menikmati suasana segar pantai lagoon festival indah beach pool dan carnaval serta danau impian berlibur di alam terbuka dipercaya memiliki efek menenangkan dan menyenangkan panjang garis pantainya yang kurang lebih 6 5 km menjadi tempat berbagai aktivitas wisata wisata pantai ini merupakan bumd penghasil pendapatan asli daerah kedua terbesar bagi provinsi dki jakarta
50,Taman Lapangan Banteng,"Lapangan Banteng, dulu bernama Waterlooplein (bahasa Belanda: plein = lapangan) yaitu suatu lapangan yang terletak di Weltevreden, Batavia; tidak jauh dari Gereja Katedral Jakarta. Pada masa itu, Lapangan Banteng dikenal dengan sebutan Lapangan Singa[1] karena di tengahnya terpancang tugu peringatan kemenangan pertempuran di Waterloo, dengan patung singa di atasnya. Pertempuran Waterloo tersebut terjadi tanggal 18 Juni 1815 di dekat kota Waterloo, yaitu sekitar 15 km ke arah selatan dari ibu kota Belgia, Brussels. Pertempuran itu merupakan pertempuran terakhir Napoleon melawan pasukan gabungan Inggris-Belanda-Jerman. Pertempuran ini juga dicatat dalam sejarah sebagai penutup dari seratus hari sejak larinya Napoleon dari pengasingannya di pulau Elba. Sedangkan Tugu Singa tersebut didirikan pada zaman pemerintahan pendudukan tentara Jepang (1942-1945). Setelah Indonesia merdeka, namanya diganti menjadi Lapangan Banteng. Terdapat kemungkinan pada zaman dahulu tempat yang kini menjadi lapangan itu dihuni berbagai macam satwa liar seperti macan, kijang, dan banteng. Pada waktu J.P. Coen membangun kota Batavia di dekat muara Ciliwung, lapangan tersebut dan sekelilingnya masih berupa hutan belantara yang sebagian berpayaâ€“paya. Sebelah timur dijalan Lapangan banteng timur tedapat Kantor Satlantas Polres jakarta Pusat.",Taman Hiburan,Jakarta,0,4.6,-6.170555,106.8350378,"https://atourin.obs.ap-southeast-3.myhuaweicloud.com/images/destination/jakarta/taman-lapangan-banteng-profile1665671346.jpeg?x-image-process=image/resize,p_100,limit_1/imageslim",taman lapangan banteng taman hiburan jakarta lapangan banteng dulu bernama waterlooplein bahasa belanda plein lapangan yaitu suatu lapangan yang terletak di weltevreden batavia tidak jauh dari gereja katedral jakarta pada masa itu lapangan banteng dikenal dengan sebutan lapangan singa 1 karena di tengahnya terpancang tugu peringatan kemenangan pertempuran di waterloo dengan patung singa di atasnya pertempuran waterloo tersebut terjadi tanggal 18 juni 1815 di dekat kota waterloo yaitu sekitar 15 km ke arah selatan dari ibu kota belgia brussels pertempuran itu merupakan pertempuran terakhir napoleon melawan pasukan gabungan inggris belanda jerman pertempuran ini juga dicatat dalam sejarah sebagai penutup dari seratus hari sejak larinya napoleon dari pengasingannya di pulau elba sedangkan tugu singa tersebut didirikan pada zaman pemerintahan pendudukan tentara jepang 1942 1945 setelah indonesia merdeka namanya diganti menjadi lapangan banteng terdapat kemungkinan pada zaman dahulu tempat yang kini menjadi lapangan itu dihuni berbagai macam satwa liar seperti macan kijang dan banteng pada waktu j p coen membangun kota batavia di dekat muara ciliwung lapangan tersebut dan sekelilingnya masih berupa hutan belantara yang sebagian berpaya paya sebelah timur dijalan lapangan banteng timur tedapat kantor satlantas polres jakarta pusat
51,Taman Ayodya,"Taman Ayodya, yang dulu bernama Taman Barito, adalah sebuah taman kota yang berada di Jakarta Selatan. Taman ini berlokasi di atas lahan seluas 7.500 m2, dilengkapi dengan kolam buatan seluas 1.500 m2 di tengahnya.\nTaman Ayodya juga dilengkapi dengan jalur pijakan, kursi, gazebo, pendopo, kamar mandi, serta trek jogging.. Di dekat taman ini terdapat hotel dan pasar seperti Hotel Gran Mahakam, Plaza Blok M, Pasar Burung Barito, Mal Kebayoran Baru, dan Pasar Taman Puring.\nTaman ini bersebelahan dengan Taman Langsat hanya dengan menyebrang jalan raya saja.",Taman Hiburan,Jakarta,0,5.0,-6.2452294,106.7946655,https://i.ytimg.com/vi/qF8TVa6m-z4/maxresdefault.jpg,taman ayodya taman hiburan jakarta taman ayodya yang dulu bernama taman barito adalah sebuah taman kota yang berada di jakarta selatan taman ini berlokasi di atas lahan seluas 7 500 m2 dilengkapi dengan kolam buatan seluas 1 500 m2 di tengahnya ntaman ayodya juga dilengkapi dengan jalur pijakan kursi gazebo pendopo kamar mandi serta trek jogging di dekat taman ini terdapat hotel dan pasar seperti hotel gran mahakam plaza blok m pasar burung barito mal kebayoran baru dan pasar taman puring ntaman ini bersebelahan dengan taman langsat hanya dengan menyebrang jalan raya saja
52,Museum Sumpah Pemuda,"Museum Sumpah Pemuda adalah sebuah museum sejarah perjuangan kemerdekaan Republik Indonesia yang berada di Jalan Kramat Raya No. 106, Jakarta Pusat dan dikelola oleh Kementerian Pendidikan dan Kebudayaan Republik Indonesia. Museum ini dibuka untuk umum, setiap hari Selasa sampai dengan Jumat dari pukul 08.00 hingga 16.00 UTC+7, setiap Sabtu dan Minggu pada pukul 08.00â€”16.00 WIB, dan setiap hari Senin dan hari besar nasional, museum ini ditutup untuk umum.\nMuseum ini memiliki koleksi foto dan benda-benda yang berhubungan dengan sejarah Sumpah Pemuda 1928, serta kegiatan-kegiatan dalam pergerakan nasional kepemudaan Indonesia. Museum Sumpah Pemuda ini didirikan berdasarkan SK Gubernur DKI Jakarta pada tahun 1972 dan menjadi benda cagar budaya nasional.",Budaya,Jakarta,2000,4.7,-6.1838388,106.8430507,https://jakartatravelguide.com/wp-content/uploads/2019/08/Museum-Sumpah-Pemuda-Exterior.jpg,museum sumpah pemuda budaya jakarta museum sumpah pemuda adalah sebuah museum sejarah perjuangan kemerdekaan republik indonesia yang berada di jalan kramat raya no 106 jakarta pusat dan dikelola oleh kementerian pendidikan dan kebudayaan republik indonesia museum ini dibuka untuk umum setiap hari selasa sampai dengan jumat dari pukul 08 00 hingga 16 00 utc 7 setiap sabtu dan minggu pada pukul 08 00 16 00 wib dan setiap hari senin dan hari besar nasional museum ini ditutup untuk umum nmuseum ini memiliki koleksi foto dan benda benda yang berhubungan dengan sejarah sumpah pemuda 1928 serta kegiatan kegiatan dalam pergerakan nasional kepemudaan indonesia museum sumpah pemuda ini didirikan berdasarkan sk gubernur dki jakarta pada tahun 1972 dan menjadi benda cagar budaya nasional
53,Museum Tekstil,"Museum cinta Tekstil menempati gedung tua di Jalan K.S. Tubun / Kota Bambu Selatan No. 4 Kecamatan Palmerah, Jakarta Barat\n\nGedungnya sendiri pada mulanya adalah rumah pribadi seorang warga negara Prancis yang dibangun pada abad ke-19. Kemudian dibeli oleh konsul Turki bernama Abdul Azis Almussawi Al Kazimi yang menetap di Indonesia. Selanjutnya tahun 1942 dijual kepada Dr. Karel Christian Cruq.\nPada masa perjuangan kemerdekaan Indonesia, gedung ini menjadi markas Barisan Keamanan Rakyat (BKR) dan tahun 1947 didiami oleh Lie Sion Pin. Pada tahun 1952 dibeli oleh Departemen Sosial dan pada tanggal 25 Oktober 1975 diserahkan kepada Pemda DKI Jakarta yang untuk kemudian pada tanggal 28 Juni 1976 diresmikan penggunaannya oleh Ibu Tien Soeharto sebagai Museum Tekstil.",Budaya,Jakarta,5000,4.4,-6.1879634,106.8096081,https://asset.kompas.com/crops/oiEeor_wys_cOCyeaUUWqbzjB-s=/0x39:537x397/1200x800/data/photo/2023/05/16/646396c6d43ac.jpg,museum tekstil budaya jakarta museum cinta tekstil menempati gedung tua di jalan k s tubun kota bambu selatan no 4 kecamatan palmerah jakarta barat n ngedungnya sendiri pada mulanya adalah rumah pribadi seorang warga negara prancis yang dibangun pada abad ke 19 kemudian dibeli oleh konsul turki bernama abdul azis almussawi al kazimi yang menetap di indonesia selanjutnya tahun 1942 dijual kepada dr karel christian cruq npada masa perjuangan kemerdekaan indonesia gedung ini menjadi markas barisan keamanan rakyat bkr dan tahun 1947 didiami oleh lie sion pin pada tahun 1952 dibeli oleh departemen sosial dan pada tanggal 25 oktober 1975 diserahkan kepada pemda dki jakarta yang untuk kemudian pada tanggal 28 juni 1976 diresmikan penggunaannya oleh ibu tien soeharto sebagai museum tekstil
54,Tugu Proklamasi,"Tugu Proklamasi adalah tugu peringatan proklamasi kemerdekaan Republik Indonesia yang berdiri di kompleks Taman Proklamasi di Jalan Proklamasi, Jakarta Pusat. Taman tersebut berlokasi di bekas kediaman Sukarno di Jalan Pegangsaan Timur 56. Rumah tersebut, telah dihancurkan, adalah lokasi pembacaan proklamasi kemerdekaan.Pada kompleks juga terdapat monumen dua patung Sukarno-Hatta berukuran besar yang berdiri berdampingan, mirip dengan dokumentasi foto ketika naskah proklamasi pertama kali dibacakan. Di tengah-tengah dua patung proklamator terdapat patung naskah proklamasi terbuat dari lempengan batu marmer hitam, dengan susunan dan bentuk tulisan mirip dengan naskah ketikan aslinya.",Budaya,Jakarta,0,5.0,-6.2030468,106.8466623,https://upload.wikimedia.org/wikipedia/commons/7/74/Proclamation_Monument_Jakarta.JPG,tugu proklamasi budaya jakarta tugu proklamasi adalah tugu peringatan proklamasi kemerdekaan republik indonesia yang berdiri di kompleks taman proklamasi di jalan proklamasi jakarta pusat taman tersebut berlokasi di bekas kediaman sukarno di jalan pegangsaan timur 56 rumah tersebut telah dihancurkan adalah lokasi pembacaan proklamasi kemerdekaan pada kompleks juga terdapat monumen dua patung sukarno hatta berukuran besar yang berdiri berdampingan mirip dengan dokumentasi foto ketika naskah proklamasi pertama kali dibacakan di tengah tengah dua patung proklamator terdapat patung naskah proklamasi terbuat dari lempengan batu marmer hitam dengan susunan dan bentuk tulisan mirip dengan naskah ketikan aslinya
55,Taman Legenda Keong Emas,"Taman Legenda Keong Emas merupakan salah satu tempat rekreasi favorit yang ada di kawasan Jakarta Timur. Berada di dalam lokasi Taman Mini Indonesia Indah atau TMII, Taman Legenda Keong Emas TMII juga telah menjadi ikon di dalam pusat sarana wisata terbesar di Indonesia ini. Selain sebagai sarana rekreasi untuk seluruh keluarga, Taman Legenda Keong Emas TMII juga mempunyai visi dan misi untuk mengedukasi masyarakat sekaligus melestarikan warisan kebudayaan Indonesia, salah satunya melalui legenda cerita rakyat.",Taman Hiburan,Jakarta,30000,4.5,-6.3039042,106.8936219,https://www.citimhotel.com/wp-content/uploads/2021/02/Taman-Keong-Mas.jpg,taman legenda keong emas taman hiburan jakarta taman legenda keong emas merupakan salah satu tempat rekreasi favorit yang ada di kawasan jakarta timur berada di dalam lokasi taman mini indonesia indah atau tmii taman legenda keong emas tmii juga telah menjadi ikon di dalam pusat sarana wisata terbesar di indonesia ini selain sebagai sarana rekreasi untuk seluruh keluarga taman legenda keong emas tmii juga mempunyai visi dan misi untuk mengedukasi masyarakat sekaligus melestarikan warisan kebudayaan indonesia salah satunya melalui legenda cerita rakyat
56,Museum Kebangkitan Nasional,"Museum Kebangkitan Nasional (bahasa Inggris: Museum of National Awakening) adalah sebuah gedung yang dibangun sebagai monumen tempat lahir dan berkembangnya kesadaran nasional dan juga ditemukannya organisasi pergerakan modern pertama kali dengan nama Boedi Oetomo. Sebelum menjadi museum, bangunan ini dahulunya adalah sekolah kedokteran yang didirikan oleh Belanda dengan nama School tot Opleiding van Inlandsche Artsen disingkat STOVIA atau Sekolah Dokter Bumiputra. Dalam perjalanannya, gedung tersebut selalu beralih fungsi. Lokasi museum ini tidak jauh dari Pasar Senen, tepatnya di Jalan Abdurrahman Saleh No.26, sebelum RSPAD Gatot Subroto, Jakarta Pusat.",Budaya,Jakarta,2000,5.0,-6.178352,106.838094,https://asset.kompas.com/crops/SWBBtvwJvU0eIa6L9hYd2801OBY=/0x0:0x0/1200x800/data/photo/2023/05/12/645e143b18816.jpg,museum kebangkitan nasional budaya jakarta museum kebangkitan nasional bahasa inggris museum of national awakening adalah sebuah gedung yang dibangun sebagai monumen tempat lahir dan berkembangnya kesadaran nasional dan juga ditemukannya organisasi pergerakan modern pertama kali dengan nama boedi oetomo sebelum menjadi museum bangunan ini dahulunya adalah sekolah kedokteran yang didirikan oleh belanda dengan nama school tot opleiding van inlandsche artsen disingkat stovia atau sekolah dokter bumiputra dalam perjalanannya gedung tersebut selalu beralih fungsi lokasi museum ini tidak jauh dari pasar senen tepatnya di jalan abdurrahman saleh no 26 sebelum rspad gatot subroto jakarta pusat
57,Museum Sasmita Loka Ahmad Yani,"Museum Sasmita Loka Ahmad Yani adalah salah satu museum pahlawan nasional yang terletak di jalan Lembang No. 58 dan jalan Laruharhari No. 65, Jakarta Pusat, DKI Jakarta, Indonesia. Museum ini terbuka untuk umum dari hari Selasa hingga hari Minggu, dari pukul 08:00 hingga pukul 14:00 WIB. Setiap hari Senin museum ini ditutup untuk umum.",Budaya,Jakarta,2000,4.8,-6.2046303,106.8365324,https://storage.jakarta-tourism.go.id/public/images/article/16977981451664199827.jpg,museum sasmita loka ahmad yani budaya jakarta museum sasmita loka ahmad yani adalah salah satu museum pahlawan nasional yang terletak di jalan lembang no 58 dan jalan laruharhari no 65 jakarta pusat dki jakarta indonesia museum ini terbuka untuk umum dari hari selasa hingga hari minggu dari pukul 08 00 hingga pukul 14 00 wib setiap hari senin museum ini ditutup untuk umum
58,Museum Basoeki Abdullah,"Museum Basoeki Abdullah berisi lukisan dan koleksi pribadi Basoeki Abdullah seperti patung, topeng, wayang dan senjata. Museum yang terletak di Jakarta Selatan ini dikelola oleh Kementerian Pendidikan dan Kebudayaan. Selain digunakan untuk pameran, museum ini juga digunakan untuk menggelar seminar, penelitian, lokakarya serta menerbitkan bermacam bentuk publikasi berupa katalog, biografi, kumpulan artikel dan hasil penelitian.",Budaya,Jakarta,1000,4.7,-6.2897885,106.7932681,https://asset.kompas.com/crops/Z1oy5cOhaT2mjBzE38KdvEZITdc=/29x51:1578x1083/1200x800/data/photo/2023/03/19/64172691ef94b.jpeg,museum basoeki abdullah budaya jakarta museum basoeki abdullah berisi lukisan dan koleksi pribadi basoeki abdullah seperti patung topeng wayang dan senjata museum yang terletak di jakarta selatan ini dikelola oleh kementerian pendidikan dan kebudayaan selain digunakan untuk pameran museum ini juga digunakan untuk menggelar seminar penelitian lokakarya serta menerbitkan bermacam bentuk publikasi berupa katalog biografi kumpulan artikel dan hasil penelitian
59,Museum Layang-layang,"Museum Layang-Layang adalah sebuah museum yang terletak di Jl. H. Kamang No. 38, Pondok Labu, Jakarta Selatan. Museum ini merupakan museum layang-layang pertama di Indonesia. Jumlah koleksi layang-layang di museum ini berjumlah 600, tetapi jumlah tersebut terus bertambah seiring datangnya koleksi-koleksi baru dari para pelayang daerah dan luar negeri maupun layang-layang yang dibuat sendiri oleh karyawan museum. Museum Layang-Layang buka setiap hari mulai pukul 09.00-16.00 WIB. Hari libur nasional Museum Layang-layang tutup.",Budaya,Jakarta,10000,4.6,-6.3080282,106.790548,"https://atourin.obs.ap-southeast-3.myhuaweicloud.com/images/destination/jakarta/museum-layang-layang-profile1641209510.png?x-image-process=image/resize,p_100,limit_1/imageslim",museum layang layang budaya jakarta museum layang layang adalah sebuah museum yang terletak di jl h kamang no 38 pondok labu jakarta selatan museum ini merupakan museum layang layang pertama di indonesia jumlah koleksi layang layang di museum ini berjumlah 600 tetapi jumlah tersebut terus bertambah seiring datangnya koleksi koleksi baru dari para pelayang daerah dan luar negeri maupun layang layang yang dibuat sendiri oleh karyawan museum museum layang layang buka setiap hari mulai pukul 09 00 16 00 wib hari libur nasional museum layang layang tutup
60,Margasatwa Muara Angke,"Suaka margasatwa Muara Angke adalah sebuah kawasan konservasi berdasarkan SK Menteri Kehutanan RI Nomor: 097/Kpts-II/1988, 29 Februari 1998 di wilayah hutan bakau di pesisir utara Jakarta. Secara administratif, kawasan ini termasuk wilayah Kelurahan Kapuk Muara, Kecamatan Penjaringan, Kotamadya Jakarta Utara.",Cagar Alam,Jakarta,25000,4.3,-6.1160075,106.7692016,https://traverse.id/wp-content/uploads/2018/03/Suaka-Margasatwa-Muara-Angke-Wisata-Konservasi-dan-Edukasi-di-Utara-Jakarta.jpg,margasatwa muara angke cagar alam jakarta suaka margasatwa muara angke adalah sebuah kawasan konservasi berdasarkan sk menteri kehutanan ri nomor 097 kpts ii 1988 29 februari 1998 di wilayah hutan bakau di pesisir utara jakarta secara administratif kawasan ini termasuk wilayah kelurahan kapuk muara kecamatan penjaringan kotamadya jakarta utara
61,Pasar Petak Sembilan,"Pecinan Glodok, tepatnya di Pasar Petak Sembilan, Jakarta Barat merupakan salah satu tempat yang menjual berbagai macam kuliner khas China. Kawasan yang sebagaian besar dihuni oleh orang Tionghoa ini terkenal dengan kuliner khas China yang banyak dijajakan oleh para warga. Mulai dari kue keranjang, kue dodol, hingga kue lapis banyak dijajakan di sini. Dengan harga mulai dari Rp 30 ribu hingga Rp 100 ribu, ketiga jenis kue ini menjadi kue yang paling sering dibeli untuk melengkapi perayaan Imlek. Menurut sumber dari penjual, mereka mengaku bahwa kue yang dijajakan didatangkan langsung dari berbagai daerah. Karena berasal dari wilayah yang berbeda, kue-kue ini memilliki ciri khas tersendiri.",Pusat Perbelanjaan,Jakarta,0,4.7,-6.1436722,106.8129398,https://storage.jakarta-tourism.go.id/public/images/article/15803036661664205314.jpg,pasar petak sembilan pusat perbelanjaan jakarta pecinan glodok tepatnya di pasar petak sembilan jakarta barat merupakan salah satu tempat yang menjual berbagai macam kuliner khas china kawasan yang sebagaian besar dihuni oleh orang tionghoa ini terkenal dengan kuliner khas china yang banyak dijajakan oleh para warga mulai dari kue keranjang kue dodol hingga kue lapis banyak dijajakan di sini dengan harga mulai dari rp 30 ribu hingga rp 100 ribu ketiga jenis kue ini menjadi kue yang paling sering dibeli untuk melengkapi perayaan imlek menurut sumber dari penjual mereka mengaku bahwa kue yang dijajakan didatangkan langsung dari berbagai daerah karena berasal dari wilayah yang berbeda kue kue ini memilliki ciri khas tersendiri
62,Freedom Library,"Freedom Library adalah perpustakaan buku yang dibuka umum. Memiliki puluhan ribu koleksi buku yang disusun di rak dan sesuai dengan tema, sehingga mempermudah untuk mencari buku yang diinginkan. Dengan desain ruangan yang modern serta suasana yang tenang membuat pembaca akan betah berlama-lama disini.  Cukup dengan mendaftar menjadi member terlebih dahulu dan tidak dikenakan biaya (Gratis) kalian bisa membaca buku diperpustakaan ini.",Budaya,Jakarta,0,4.6,-6.2022482,106.8451968,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/57/77/a1/freedom-library.jpg?w=1200&h=-1&s=1,freedom library budaya jakarta freedom library adalah perpustakaan buku yang dibuka umum memiliki puluhan ribu koleksi buku yang disusun di rak dan sesuai dengan tema sehingga mempermudah untuk mencari buku yang diinginkan dengan desain ruangan yang modern serta suasana yang tenang membuat pembaca akan betah berlama lama disini cukup dengan mendaftar menjadi member terlebih dahulu dan tidak dikenakan biaya gratis kalian bisa membaca buku diperpustakaan ini
